"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010822","GO:0010822","positive regulation of mitochondrion organization","43/3831","115/17468",0.000113940992237043,0.00265934796766991,0.00219504643542234,"YWHAQ/UBE2L3/VPS35/PMAIP1/PPIF/YWHAE/TFDP1/GSK3A/MIEF1/YWHAZ/YWHAG/PARK7/HSPA1L/BAP1/BAX/FBXO7/PPP3R1/SAE1/CDC37/FIS1/FBXW7/ATG13/ATP5IF1/TP73/OPTN/MFF/TP53BP2/SH3GLB1/MIEF2/GPER1/PPARGC1A/BAD/GBA/YWHAB/UBL5/BAK1/ARIH2/OPA1/RHOU/E2F1/MGARP/DCN/DDHD1",43
"GO:0006520","GO:0006520","cellular amino acid metabolic process","106/3831","348/17468",0.000114549513111321,0.0026633850672081,0.00219837868868836,"QARS/ODC1/DDAH1/PSMD1/SHMT2/ADI1/PSMD11/HSD17B10/ASNS/CTH/AHCY/PSME3/SARS/TXN2/PFAS/PHYKPL/PSMD2/HMGCL/PSMC1/PSMB2/GLUL/PARK7/GCLM/SLC7A5/PSMA7/TPH2/EGLN2/MRI1/CAD/WARS/PSMA4/PSMC2/PSMB7/CKMT1A/PSMD3/PSMD10/PSMC3/ASRGL1/PYCR3/ASS1/ERO1B/PSMB4/PCYOX1/PEPD/MTHFR/AIMP2/PSMB10/FARSB/SARS2/DLD/GCDH/AARS2/AARS/SERINC3/PSME1/PSMC4/WARS2/PSMB6/SLC7A11/SMS/PSMB5/CTPS1/CKMT1B/PSMD9/DLST/DPYD/PSMB3/PSME4/SCLY/ATP2B4/PLOD2/ACY1/IARS2/QDPR/EARS2/GCLC/PSMC5/RIMKLA/GLYATL1/AASS/BCKDHA/CDO1/MCCC2/CBSL/ADSSL1/BCAT2/AASDH/PHGDH/CKB/FARSA/PPAT/GOT2/PSMA6/SLC7A8/SDSL/NFS1/MMUT/SLC25A12/EEF1E1/PSMB1/NAALAD2/GFPT2/NQO1/PSMA3/BCAT1/RARS2",106
"GO:0003181","GO:0003181","atrioventricular valve morphogenesis","14/3831","24/17468",0.000118545668814137,0.00273549722565453,0.00225790062349072,"DCHS1/SLIT3/ZFPM1/MDM2/SOX4/EFNA1/TGFBR2/CCN1/HEYL/TWIST1/GATA4/BMPR2/SMAD6/BMPR1A",14
"GO:0050687","GO:0050687","negative regulation of defense response to virus","14/3831","24/17468",0.000118545668814137,0.00273549722565453,0.00225790062349072,"UFD1/HTRA1/NPLOC4/MICB/TSPAN6/C1QBP/TARBP2/ILRUN/TRAF3IP1/SEC14L1/PCBP2/RIOK3/RNF26/PPM1B",14
"GO:0032388","GO:0032388","positive regulation of intracellular transport","67/3831","201/17468",0.000120365630043859,0.00273903376564076,0.00226081971102078,"MSN/ZPR1/UBE2L3/SPHK2/PRKACA/BCAP31/MAPK1/RBM22/ZFAND1/YWHAE/CDK5/UNC13B/MAVS/MTMR2/GTSE1/GSK3A/MIEF1/HSPA1L/BAP1/RDX/FEZ1/ITGB1BP1/MDM2/CHP1/XPO4/CDH1/TMEM30A/NUTF2/MYO1C/SAE1/FIS1/HRAS/VAMP8/IPO5/FBXW7/KHDRBS1/ATG13/RAN/MFF/SH3GLB1/BAG3/MIEF2/AKT2/UBL5/ARIH2/CEP131/GATA2/CDK5R1/RAPGEF3/GAS6/ZC3H12A/SORL1/LDLRAP1/GAB2/RHOU/SNX4/PLK3/SLC35D3/PCM1/SPAG5/CPSF6/ACTN2/PCNT/DMAP1/TRIM28/ANP32B/CDH3",67
"GO:0072413","GO:0072413","signal transduction involved in mitotic cell cycle checkpoint","26/3831","59/17468",0.000120490610459095,0.00273903376564076,0.00226081971102078,"CDKN1A/BTG2/PLK2/CCNB1/CNOT9/GADD45A/TFDP1/GTSE1/BAX/CNOT7/CNOT11/MDM2/SOX4/CASP2/ATM/ZNF385A/TRIAP1/PRMT1/ARID3A/MUC1/E2F4/RPL26/E2F1/PLK3/PLAGL1/CNOT3",26
"GO:1902402","GO:1902402","signal transduction involved in mitotic DNA damage checkpoint","26/3831","59/17468",0.000120490610459095,0.00273903376564076,0.00226081971102078,"CDKN1A/BTG2/PLK2/CCNB1/CNOT9/GADD45A/TFDP1/GTSE1/BAX/CNOT7/CNOT11/MDM2/SOX4/CASP2/ATM/ZNF385A/TRIAP1/PRMT1/ARID3A/MUC1/E2F4/RPL26/E2F1/PLK3/PLAGL1/CNOT3",26
"GO:1902403","GO:1902403","signal transduction involved in mitotic DNA integrity checkpoint","26/3831","59/17468",0.000120490610459095,0.00273903376564076,0.00226081971102078,"CDKN1A/BTG2/PLK2/CCNB1/CNOT9/GADD45A/TFDP1/GTSE1/BAX/CNOT7/CNOT11/MDM2/SOX4/CASP2/ATM/ZNF385A/TRIAP1/PRMT1/ARID3A/MUC1/E2F4/RPL26/E2F1/PLK3/PLAGL1/CNOT3",26
"GO:0072001","GO:0072001","renal system development","91/3831","291/17468",0.000122552875060047,0.00277559567034144,0.00229099819069367,"EGR1/ADAMTS1/BASP1/ODC1/DCHS1/ZMPSTE24/NOTCH3/PGF/SOX9/FGFR2/YAP1/HES5/MAGED1/NLE1/CD24/JAG1/ITGA6/BAX/CRLF1/IQGAP1/BAG6/SOX4/MYC/HOXA11/ACE/PKD1/LRP4/ACTA2/CA2/CTNNBIP1/DLL1/FGF2/CAT/GDNF/ASS1/SMAD5/FOXJ1/TRAF3IP1/PLCE1/TP73/HEYL/SLIT2/EYA1/APH1A/NUP85/AKR1B1/HES1/RARB/RPGRIP1L/TFAP2A/PROX1/DLG1/BMPER/NPHP3/NPNT/FLCN/SDC4/HOXB7/CTNNB1/LAMA5/ARL3/DLG5/SEC61A1/KLHL3/PDGFRB/WNK4/EPHA7/ITGA3/NID1/PPAT/ANGPT2/PCSK5/NOG/SMAD6/HSPB11/DCN/GLIS2/FBN1/PDGFRA/KANK2/ENPEP/GREB1L/SULF1/SDC1/CASP9/LRRK2/SOX8/TGFBR1/PDGFA/POU3F3/MME",91
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","54/3831","154/17468",0.000123260353077219,0.00278131756113357,0.00229572108372603,"ACTN4/UCHL1/FYCO1/KIF3B/KIF1C/CDC42/DYNC2H1/HSPB1/ICK/MAP1A/NEFL/KIF1A/TUBB/AP3D1/TUBA1C/TUBA1A/FEZ1/SPAST/WDR34/KIF4A/MYO1C/IFT88/HNRNPU/SOD1/IFT46/TRAF3IP1/DYNLRB1/MAP1B/TUBA1B/KIF5A/SNAPIN/SSX2IP/BAG3/DST/UXT/TNPO1/MREG/TRAK2/SPG11/BLOC1S3/CEP131/ARL3/AP3B1/RABL2B/PAFAH1B1/OPA1/IFT22/MGARP/PCM1/HSPB11/APP/KIF23/SSNA1/AP3M1",54
"GO:0038095","GO:0038095","Fc-epsilon receptor signaling pathway","42/3831","112/17468",0.000126179037618129,0.00282991963184046,0.00233583760979042,"JUN/PSMD1/PSMD11/MAPK1/PSME3/GRB2/MAPK10/PSMD2/BTRC/PSMC1/PSMB2/PSMA7/PPP3CB/FOS/PSMA4/PSMC2/CUL1/PSMB7/PSMD3/PSMD10/PPP3R1/PSMC3/PSMB4/PSMB10/SKP1/SYK/PSME1/PSMC4/PSMB6/PSMB5/PSMD9/PSMB3/PSME4/PSMC5/NFATC2/GAB2/PSMA6/PSMB1/PIK3CB/PLCG2/PDPK1/PSMA3",42
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint","52/3831","147/17468",0.000126339829843409,0.00282991963184046,0.00233583760979042,"CDKN1A/BTG2/PLK2/NABP2/CCNB1/RPS27L/CNOT9/GADD45A/ZWINT/TFDP1/ZW10/GTSE1/BCL2L1/BAX/CNOT7/CNOT11/MDM2/SOX4/CASP2/ATM/ZNF385A/INTS3/TRIAP1/HRAS/PRMT1/TICRR/CDC20/TEX14/ARID3A/DLG1/ZWILCH/RPA2/AURKB/CDK5RAP3/BRSK1/MUC1/NBN/E2F4/PRCC/RPL26/TRIP13/NDC80/E2F1/PLK1/USP44/PLK3/CCND1/PLAGL1/XPC/CNOT3/KNTC1/XRCC3",52
"GO:0016055","GO:0016055","Wnt signaling pathway","144/3831","498/17468",0.000127928784407313,0.00284524231846279,0.00234848507415399,"MOV10/MDK/EGR1/EGFR/PSMD1/PSMD11/CDC42/SKI/ATP6V0C/GRK6/RHOA/RUVBL1/SOX9/VPS35/FGFR2/PSME3/YAP1/FZD4/GNB1/ZNF703/NLE1/CD24/PSMD2/BTRC/HBP1/PSMC1/SMARCA4/PSMB2/GSK3A/CCAR2/FZD10/RECK/HDAC1/PSMA7/PPP3CB/DACT3/ATP6AP2/PPP1CA/SOX4/SNAI2/PSMA4/BCL7B/PSMC2/RAPGEF1/CUL1/VCP/PSMB7/DDB1/SPIN1/TLE3/VPS26A/PKD1/PSMD3/LRP4/PPP2CA/DDIT3/PSMD10/CTNNBIP1/RNF213/PPP3R1/AP2S1/PSMC3/DVL1/USP47/PSMB4/PPP2R1A/UBC/CSNK1A1/PSMB10/SNX3/MARK2/SKP1/PFDN5/SFRP4/TLE2/PFN1/NOTUM/GPC4/MDFIC/DVL3/ZEB2/USP34/DISC1/CBFB/PSME1/PSMC4/FBXW4/PSMB6/CSNK1G2/PLCB2/CSNK2A1/AGO1/PSMB5/GNAQ/PSMD9/PSMB3/NPHP3/PSME4/PYGO2/STRN/NR4A2/TBL1XR1/CSNK2B/CAV1/CTNNB1/CAPRIN2/WDR61/IGFBP2/PSMC5/NXN/CCNE1/G3BP1/PARD6A/GPC6/BCL9/BRD7/RNF220/ARL6/ITGA3/RNF43/AP2B1/KLF4/RBMS3/NOG/CPE/PSMA6/CCNY/PIAS4/ARRB2/CCND1/CELSR2/APP/PSMB1/GSKIP/SULF1/SDC1/LRRK2/PRICKLE2/XIAP/PLCG2/UBA52/CDH3/PSMA3/KREMEN2",144
"GO:0090201","GO:0090201","negative regulation of release of cytochrome c from mitochondria","12/3831","19/17468",0.000127954478753437,0.00284524231846279,0.00234848507415399,"PPIF/PRELID1/BCL2L1/PSMD10/TRIAP1/HIGD1A/CLU/FXN/GPX1/AKT1/OPA1/ARRB2",12
"GO:2001251","GO:2001251","negative regulation of chromosome organization","46/3831","126/17468",0.000130119892229831,0.00288290993110658,0.00237957621373775,"SPHK2/SMARCB1/PARP1/CCNB1/SKI/HMGA1/XRCC5/SMG6/EXOSC10/GNL3L/SET/RAD50/ESPL1/H2AFY/TET1/ATM/OTUB1/HNRNPU/TEN1/CDC20/PIF1/ZNF451/TEX14/CTBP1/H3F3A/XRN1/AURKB/TAF7/PHF2/HNRNPA1/DNMT1/SIRT1/NBN/RTEL1/TWIST1/SIN3A/MCM2/KDM4C/TRIP13/NDC80/PLK1/USP44/BCOR/ERCC1/NAT10/XRCC3",46
"GO:0031669","GO:0031669","cellular response to nutrient levels","72/3831","220/17468",0.000131239699731565,0.00289716962211331,0.00239134627327682,"KLF10/CDKN1A/ATF3/MYBBP1A/JUN/XBP1/EIF2AK3/HSPA8/MAPK1/ASNS/MTOR/P2RY1/PMAIP1/P2RY11/TXN2/EIF4G1/PDXP/NPRL3/SESN2/ZFYVE1/ITFG2/PPM1D/PCK1/GLUL/ATG14/USF2/SESN3/MDM2/SNAI2/LAMP2/IFI16/HSPA5/GAS2L1/MED1/FAS/SOD1/PIM1/SLC2A1/HIGD1A/INHBB/RRAGC/PDK2/SH3GLB1/GBA/KIAA1324/TBL2/AIFM1/RRAGD/PDK4/WIPI1/HNRNPA1/SIRT1/GAS6/ZC3H12A/CYBB/SEH1L/OPA1/WIPI2/EHMT2/RALB/BMPR2/RNF152/UPP1/HSF1/FGF23/FADS1/ALB/KANK2/LRRK2/MAX/BAIAP2/GCN1",72
"GO:0031641","GO:0031641","regulation of myelination","20/3831","41/17468",0.00013265862537886,0.00289716962211331,0.00239134627327682,"EIF2AK3/ZPR1/MTOR/HES5/MTMR2/RNF10/DAG1/TNFRSF21/WASF3/MYRF/DICER1/RARB/DLG1/TMEM98/CTSC/CTNNB1/SIRT2/AKT1/SLC25A12/TG",20
"GO:0043489","GO:0043489","RNA stabilization","20/3831","41/17468",0.00013265862537886,0.00289716962211331,0.00239134627327682,"YBX1/IGF2BP1/PABPC1/MTOR/LARP1/HNRNPA0/TENT2/GDNF/HNRNPU/RBM24/ELAVL1/ANGEL2/ZFP36/DKC1/TIRAP/E2F1/THRAP3/CIRBP/PAIP1/RBM10",20
"GO:0090224","GO:0090224","regulation of spindle organization","20/3831","41/17468",0.00013265862537886,0.00289716962211331,0.00239134627327682,"HSPA1A/HSPA1B/CHMP4B/PSRC1/RNF4/SMC1A/PKD1/TACC3/SMC3/MAP9/HNRNPU/PARP3/DRG1/STAG1/CHMP1A/RAE1/PLK1/SPAG5/MAPK15/TPX2",20
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization","69/3831","209/17468",0.000133535041792854,0.00290593160342811,0.00239857848060211,"CELF2/PRMT5/WDR77/SF3A1/EIF3C/PRPF8/ZFAND1/SNRPD3/SRSF9/SRSF6/SNRPC/C1QBP/PATL1/SF1/DDX6/PRPF6/G3BP2/TFIP11/NOP2/SNRNP200/HSP90AB1/EIF3A/CNOT7/VCP/LSM14A/ATM/PRPF3/EIF3G/TARBP2/SF3A3/SNRPB/CD2BP2/MRTO4/NCBP1/TICRR/SNU13/DICER1/BOP1/ADAR/DENR/CPSF7/EIF3B/AGO1/DDX23/MRRF/NBDY/SNUPN/G3BP1/DHX30/EIF3H/ATXN2/STYXL1/EIF3I/SNRPG/RRS1/RNU2-1/DDX28/DDX1/CPSF6/EIF5/CIRBP/PRMT7/GEMIN7/SNRPD1/PRPF19/PUM2/SNRPD2/CLNS1A/PTBP2",69
"GO:0072698","GO:0072698","protein localization to microtubule cytoskeleton","22/3831","47/17468",0.000134692193964314,0.00292071902869426,0.0024107841360914,"UBXN2B/MID1/MAP1A/FAM83D/SNX10/CHAMP1/MAPRE1/C2CD3/DIAPH1/DVL1/HNRNPU/CEP192/DISC1/BBS4/STIL/CEP131/PIBF1/MID2/PARD6A/PCM1/SPAG5/MARK4",22
"GO:0031667","GO:0031667","response to nutrient levels","136/3831","467/17468",0.000137795393676043,0.00297745170434277,0.00245761172652641,"KLF10/CDKN1A/HMGCS1/ATF3/MYBBP1A/ENSA/JUN/XBP1/EGFR/EIF2AK3/HSPA8/CYTB/TBC1D5/MAPK1/ASNS/MTOR/P2RY1/AHCY/PMAIP1/P2RY11/TXN2/EIF4G1/MBD3/PDXP/NPRL3/HMGCL/ASCL1/SESN2/ZFYVE1/ITFG2/PPM1D/PCK1/SLC8A1/GLUL/LARP1/GCLM/ATG14/TPH2/USF2/ABCA1/SESN3/MDM2/CAD/SNAI2/LAMP2/PKM/IFI16/SLC25A25/TGFBR2/HSPA5/GNAI2/TMBIM6/DDIT3/NUCB2/GAS2L1/CAT/SLC16A1/MED1/ASS1/MEAK7/FAS/MTHFR/SOD1/FIS1/PDX1/PIM1/OGT/UFL1/KAT2A/SLC2A1/PPARD/MAP1B/HIGD1A/TRIM25/INHBB/RRAGC/OGG1/BBS4/PDK2/SH3GLB1/FKBP1B/ZFP36/FOXK2/PROX1/PPARGC1A/GBA/C2/STC2/KIAA1324/TBL2/AIFM1/TBL1XR1/RRAGD/PDK4/NENF/WIPI1/HNRNPA1/IGFBP2/SIRT2/GCLC/SIRT1/GAS6/GATA4/ZC3H12A/CYBB/AKT1/RPS6KB1/SEH1L/ADSSL1/OPA1/ADIPOR2/SIRT5/WIPI2/EHMT2/RALB/BMPR2/RNF152/UPP1/HSF1/CCND1/ACSL4/FGF23/ERCC1/STC1/FADS1/ALB/KANK2/NNT/ADA/LRRK2/SIRT6/NQO1/MAX/BAIAP2/GCN1/SSTR2",136
"GO:1903578","GO:1903578","regulation of ATP metabolic process","41/3831","109/17468",0.000139663366885575,0.00300718833980737,0.00248215657604275,"COX2/SPHK2/PARP1/CCNB1/SHMT2/RHOA/DDIT4/NDC1/PPIF/PGAM1/BEND3/PARK7/TMSB4X/ZBTB20/NUP210/VCP/POM121/OGT/ATP5IF1/NCOR1/NUP85/TAZ/PPARGC1A/PDE12/FLCN/ARNT/NUP98/DNAJC30/RAE1/ZBTB7A/SLC25A33/SEH1L/ISCU/NUP50/NUPR1/PFKFB4/SLC25A12/SIRT6/GPD1/NUP188/NUP153",41
"GO:0009991","GO:0009991","response to extracellular stimulus","144/3831","499/17468",0.000141531323701854,0.00303671594539242,0.0025065288906755,"KLF10/CDKN1A/HMGCS1/ATF3/MYBBP1A/ENSA/JUN/XBP1/EGFR/EIF2AK3/HSPA8/CYTB/TBC1D5/MAPK1/ASNS/MTOR/P2RY1/AHCY/PMAIP1/P2RY11/TXN2/EIF4G1/MBD3/PDXP/NPRL3/HMGCL/ASCL1/SESN2/ZFYVE1/ITFG2/PPM1D/ITGA6/PCK1/DCTPP1/SLC8A1/GLUL/LARP1/GCLM/ATG14/TPH2/USF2/ADNP/ABCA1/SESN3/FOS/MDM2/CAD/SNAI2/LAMP2/PKM/IFI16/SLC25A25/TGFBR2/HSPA5/GNAI2/TMBIM6/DDIT3/NUCB2/GAS2L1/CAT/SLC16A1/MED1/ASS1/MEAK7/FAS/MTHFR/SOD1/FIS1/SKP2/PDX1/PIM1/OGT/UFL1/KAT2A/SLC2A1/PPARD/MAP1B/HIGD1A/TRIM25/INHBB/RRAGC/OGG1/FOSL1/BBS4/PDK2/SH3GLB1/FKBP1B/ZFP36/FOXK2/PROX1/PPARGC1A/GBA/C2/STC2/KIAA1324/TBL2/AIFM1/NR4A2/TBL1XR1/RRAGD/PDK4/NENF/WIPI1/HNRNPA1/IGFBP2/SIRT2/GCLC/SIRT1/GAS6/GATA4/ZC3H12A/CYBB/AKT1/RPS6KB1/SEH1L/ADSSL1/OPA1/ADIPOR2/SIRT5/WIPI2/EHMT2/RALB/BMPR2/RNF152/ITGA4/UPP1/HSF1/CCND1/ACSL4/FGF23/ERCC1/STC1/FADS1/ALB/KANK2/NNT/ADA/LRRK2/SIRT6/NQO1/MAX/BAIAP2/GCN1/SSTR2",144
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","87/3831","277/17468",0.000144532817599116,0.00309027335530976,0.00255073559215222,"ATP8/ATP6/COX2/NME1/SPHK2/SLC35B2/PARP1/DDIT4/NDC1/AK4/PFAS/NME2/PGAM1/TPI1/ENO3/ADCY1/HSD17B8/TMSB4X/PAICS/SCD5/ZBTB20/NUP210/ACLY/DLAT/CAD/ACOT7/AK3/PKM/VCP/FASN/ELOVL1/POM121/GPI/OGT/DLD/GCDH/PDP2/NCOR1/ALDOC/PDHA1/NUP85/PDK2/TAZ/FOXK2/PPARGC1A/IMPDH2/CTPS1/SLC26A2/AK2/CMPK1/FLCN/PDK4/ARNT/ATP5PB/NUP98/DNAJC30/RAE1/ATP5MF/ZBTB7A/ADCY10/ACSF3/PAPSS1/SEH1L/ADSSL1/ADCY7/ACSS1/NUP50/ATP5MC3/PPAT/NUPR1/PFKFB4/UPP1/SLC25A12/PDHX/ACSL4/GUK1/ATP5F1B/HACD1/TECR/SIRT6/UCK2/UQCC3/GPD1/RFK/ELOVL7/NUP188/NUP153",87
"GO:0006368","GO:0006368","transcription elongation from RNA polymerase II promoter","32/3831","79/17468",0.000150429871854849,0.00320056032671711,0.00264176731361338,"NELFCD/ELP1/ELOA/POLR2F/SSRP1/ADRM1/ZMYND11/ERCC2/CCNT2/POLR2E/POLR2L/HNRNPU/POLR2G/NCBP1/CCNH/BRD4/POLR2J/POLR2I/CCNT1/WDR61/SUPT16H/AFF4/SETD2/CTDP1/GTF2H1/NELFB/MLLT1/ELP2/ELOB/POLR2D/POLR2C/ELOC",32
"GO:0009165","GO:0009165","nucleotide biosynthetic process","108/3831","358/17468",0.000150737755371141,0.00320056032671711,0.00264176731361338,"ATP8/ATP6/COX2/AGPAT3/NME1/SPHK2/SLC35B2/PARP1/MAPK1/DDIT4/NDC1/RRM2/AK4/PFAS/NME2/PGAM1/TPI1/RAD50/PNP/ENO3/ADCY1/HSD17B8/TMSB4X/PAICS/SCD5/ZBTB20/NUP210/PRPS1/ACLY/DLAT/CAD/ACOT7/AK3/PKM/VCP/FASN/AGPAT2/NAPRT/AGPAT5/ELOVL1/AGPAT1/IDH2/POM121/GPI/OGT/QPRT/DLD/GCDH/PDP2/NCOR1/ALDOC/PDHA1/NUP85/PDK2/TAZ/FOXK2/PPARGC1A/IMPDH2/CTPS1/SLC26A2/AK2/CMPK1/FLCN/GPAM/PDK4/ARNT/ATP5PB/NUP98/DNAJC30/TK2/RAE1/ATP5MF/ZBTB7A/ADCY10/ACSF3/PAPSS1/SEH1L/ADSSL1/ADCY7/ACSS1/AGPAT4/NMNAT1/NUP50/ATP5MC3/PPAT/RRM1/NUPR1/PFKFB4/UPP1/NADK/SLC25A12/PDHX/ACSL4/GUK1/NAXE/ATP5F1B/PTGIS/HACD1/TECR/ADA/SIRT6/UCK2/UQCC3/GPD1/RFK/ELOVL7/NUP188/NUP153",108
"GO:0000726","GO:0000726","non-recombinational repair","35/3831","89/17468",0.000152220197693966,0.00322085297196749,0.00265851702036995,"HIST2H4A/HIST1H4E/PAXX/XRCC6/XRCC5/POLM/UBE2N/RAD50/TFIP11/HIST2H4B/ATM/KAT5/PARP3/NSD2/LIG4/OGG1/RBBP8/HIST1H4D/HERC2/BRCC3/AUNIP/H2AFX/NUDT16L1/NBN/ZBTB7A/CYREN/HIST1H4K/PIAS4/HSF1/RAD52/KDM2A/ERCC1/SHLD2/PRPF19/MLH1",35
"GO:0098813","GO:0098813","nuclear chromosome segregation","72/3831","221/17468",0.000153473009888134,0.00323323343108784,0.00266873594733678,"NCAPH/CCNB1/CDC42/CCNB1IP1/CTCF/CHMP4B/PSRC1/NDC1/KPNB1/ZWINT/CENPQ/ZW10/CENPX/CDC27/FAM83D/ESPL1/H2AFY/RMI2/CDCA5/BAG6/CHAMP1/ACTR2/AKAP8/SMC1A/KIFC1/TACC3/ATM/INCENP/KIF4A/SMC3/HNRNPU/KIF22/PPP2R1A/CDC20/FBXW7/RAN/NCAPH2/TEX14/RCC2/INO80/CENPS/KIF2C/AURKB/MCMBP/KATNB1/CHMP1A/CHMP6/CTNNB1/PDS5A/SIRT2/PIBF1/SLF2/CDCA8/RAB11A/FEN1/MAU2/SEH1L/RRS1/CDC6/GEM/TRIP13/NDC80/TTN/PLK1/USP44/SPAG5/KIF23/SYCP2/MAPK15/MLH3/MLH1/XRCC3",72
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","80/3831","251/17468",0.000154528811846763,0.00323323343108784,0.00266873594733678,"KLF10/CDKN1A/ATF3/MYBBP1A/JUN/XBP1/EIF2AK3/HSPA8/MAPK1/ASNS/MTOR/P2RY1/PMAIP1/P2RY11/TXN2/EIF4G1/PDXP/NPRL3/SESN2/ZFYVE1/ITFG2/PPM1D/ITGA6/PCK1/DCTPP1/GLUL/ATG14/USF2/ADNP/SESN3/FOS/MDM2/SNAI2/LAMP2/IFI16/HSPA5/GAS2L1/MED1/FAS/SOD1/SKP2/PIM1/SLC2A1/HIGD1A/INHBB/RRAGC/FOSL1/PDK2/SH3GLB1/GBA/KIAA1324/TBL2/AIFM1/NR4A2/RRAGD/PDK4/WIPI1/HNRNPA1/SIRT1/GAS6/ZC3H12A/CYBB/SEH1L/OPA1/WIPI2/EHMT2/RALB/BMPR2/RNF152/ITGA4/UPP1/HSF1/FGF23/FADS1/ALB/KANK2/LRRK2/MAX/BAIAP2/GCN1",80
"GO:1902275","GO:1902275","regulation of chromatin organization","57/3831","166/17468",0.000155003963638308,0.00323323343108784,0.00266873594733678,"SPHK2/SMARCB1/CCNB1/SKI/HMGA1/CTCF/ZMPSTE24/UBE2N/SET/RPS6KA5/RNF20/H2AFY/ZNF274/BCL6/ATF7IP/TET1/RNF40/SNAI2/AKAP8/ZNF335/ATM/OTUB1/MTHFR/HNRNPU/TADA3/OGT/KAT2A/PADI2/BRD4/ZNF451/CTBP1/MKI67/PPARGC1A/TAF7/FLCN/PHF19/PYGO2/CTNNB1/PHF2/WDR61/DNMT1/MUC1/GATA2/SIRT1/WBP2/TLK1/TWIST1/CTCFL/BRD7/SIN3A/KDM4C/AUTS2/KMT2A/BCOR/TRIM28/LRRK2/SIRT6",57
"GO:0003183","GO:0003183","mitral valve morphogenesis","8/3831","10/17468",0.000155448998976259,0.00323323343108784,0.00266873594733678,"DCHS1/ZFPM1/SOX4/EFNA1/TWIST1/BMPR2/SMAD6/BMPR1A",8
"GO:0070914","GO:0070914","UV-damage excision repair","8/3831","10/17468",0.000155448998976259,0.00323323343108784,0.00266873594733678,"DDB1/HIST3H2A/ACTR5/INO80/CUL4B/SIRT1/DDB2/XPC",8
"GO:0198738","GO:0198738","cell-cell signaling by wnt","144/3831","500/17468",0.000156455066754804,0.00324312790917161,0.00267690292627755,"MOV10/MDK/EGR1/EGFR/PSMD1/PSMD11/CDC42/SKI/ATP6V0C/GRK6/RHOA/RUVBL1/SOX9/VPS35/FGFR2/PSME3/YAP1/FZD4/GNB1/ZNF703/NLE1/CD24/PSMD2/BTRC/HBP1/PSMC1/SMARCA4/PSMB2/GSK3A/CCAR2/FZD10/RECK/HDAC1/PSMA7/PPP3CB/DACT3/ATP6AP2/PPP1CA/SOX4/SNAI2/PSMA4/BCL7B/PSMC2/RAPGEF1/CUL1/VCP/PSMB7/DDB1/SPIN1/TLE3/VPS26A/PKD1/PSMD3/LRP4/PPP2CA/DDIT3/PSMD10/CTNNBIP1/RNF213/PPP3R1/AP2S1/PSMC3/DVL1/USP47/PSMB4/PPP2R1A/UBC/CSNK1A1/PSMB10/SNX3/MARK2/SKP1/PFDN5/SFRP4/TLE2/PFN1/NOTUM/GPC4/MDFIC/DVL3/ZEB2/USP34/DISC1/CBFB/PSME1/PSMC4/FBXW4/PSMB6/CSNK1G2/PLCB2/CSNK2A1/AGO1/PSMB5/GNAQ/PSMD9/PSMB3/NPHP3/PSME4/PYGO2/STRN/NR4A2/TBL1XR1/CSNK2B/CAV1/CTNNB1/CAPRIN2/WDR61/IGFBP2/PSMC5/NXN/CCNE1/G3BP1/PARD6A/GPC6/BCL9/BRD7/RNF220/ARL6/ITGA3/RNF43/AP2B1/KLF4/RBMS3/NOG/CPE/PSMA6/CCNY/PIAS4/ARRB2/CCND1/CELSR2/APP/PSMB1/GSKIP/SULF1/SDC1/LRRK2/PRICKLE2/XIAP/PLCG2/UBA52/CDH3/PSMA3/KREMEN2",144
"GO:0006470","GO:0006470","protein dephosphorylation","96/3831","312/17468",0.000157156919198869,0.00324667081385502,0.00267982726727801,"ENSA/NSMF/CALM3/PPP1R15A/PTPA/MTMR6/PPP1R8/MTOR/PPP6R1/PPP1R3C/CDC25B/PDXP/YWHAE/FKBP1A/PPP2R2D/BTRC/SSU72/CRY2/SET/MTMR2/PPM1D/PHPT1/PPP5C/PPM1H/PPP1R14B/PPP3CB/HSP90AB1/PTPN1/RPRD1B/PPP1CA/PPP2R5D/ANKLE2/RCAN3/RPAP2/ACP1/PGAM5/PPP1R3B/GNAI2/PPP2CA/PPM1F/PTP4A1/PPP3R1/PTPN11/PTP4A3/PTP4A2/SPPL3/PPP2R1A/MASTL/MTMR1/PTPRJ/PPP6C/LHPP/CTDSP2/PPP4R2/PDP2/EYA1/DUSP16/FKBP1B/GBA/DLG1/PPP1R15B/EYA4/YWHAB/DUSP10/PPP4R4/ROCK1/ELFN1/PPM1J/PPP2R3A/CDKN3/PTBP1/STYXL1/PDGFRB/PTPN6/PPP1R14C/CTDP1/PLPP1/PTPRF/PTPN9/PPP2R3B/PPP1R3E/ITGA1/TIMM50/PHACTR1/PPP6R3/CDC25A/ARPP19/PGP/PTPDC1/PPM1B/SLC39A10/RCAN2/DMPK/PHACTR3/PPP4R3B/CDCA2",96
